titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
MJC-MPT Aix-en-Othe,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/mjcmptaix/,,03 25 76 18 08,,,,,Rue Maréchal Foch10160 Aix-Villemaur-Palis  France,10160,Aix-Villemaur-Palis,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab de l’université de Reims,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.saintex-reims.com/infos-pratiques/#noustrouver,Géraldine Taillandier,03 26 77 41 41,,,,,Chaussée Bocquaine  Esplanade André Malraux  51100 Reims,51100,Reims,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
SBC Tech,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,9 Place Jacques Brel51370 Saint-Brice-Courcelles  France,51370,St-Brice Courcelles,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Saint Dizier Fablab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.saintdizierfablab.com/index.php,,09 51 22 40 51,,,,,"Espace créateurs d'entreprises
12 allée Jean Moulin
52100 Saint-Dizier",52100,Saint Dizier,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Lorraine Fab/LivingLab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.lf2l.fr/,Fabio Cruz,,,,,,49 Boulevard d'Austrasie  54000 Nancy  France,54000,Nancy,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
I-Wood,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://i-wood.fr/,,06 81 67 67 00,,,,,22 Rue du Commandant Dussaulx  54740 Xirocourt  France,54740,Xirocourt,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Nancy Bidouille,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://nybi.cc/,Benjamin Ennesser Serville,,,,,,49 Boulevard d'Austrasie  54000 Nancy  France,54000,Nancy,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab lycée Loritz,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www4.ac-nancy-metz.fr/lyc-loritz/#,Henri Loritz ,,,,,,29 Rue des Jardiniers  54000 Nancy  France,54000,Nancy,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Lab'Cesi Nancy,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,54600,Villers-lès-Nancy,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La Piscine,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://sites.google.com/view/piscine-petitsdebrouillards/accueil,Jérôme Tricomi ,03 83 96 38 94 / 0662519746,,,,,5 Avenue de Metz  54320 Maxéville  France,54320,Maxéville,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Charly Lab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://iut-charlemagne.univ-lorraine.fr/presentation/services-communs/,,+33 3 72 74 33 40,,,,,"2 Boulevard Charlemagne  54000 Nancy  France
",54000,Nancy,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Cefav Glass Fablab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,Paul et Sebastien,03.83.25.49.93,,,,,"Rue de la Liberté  54112 Vannes-le-Châtel  France
",54112,Vannes-le-châtel ,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Numérifab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.numerifab.fr/,,03 29 85 67 15,,,,,5 Place de la Mairie  55100 Bras-sur-Meuse  France,55100,Bras-sur-Meuse,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab MDesign,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,www.mdesign.fr,,,,,,,7 Avenue de Blida  57000 Metz  France,57000,Fablab MDesign Metz,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Thilab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.thilab.fr/,,,,,,,5 Impasse des Anciens Hauts Fourneau  57100 Thionville  France,57100,Thionville,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Graoulab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://graoulab.org/,,,,,,,IUT GMP  57000 Metz  France,57000,Metz,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fabulis,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.fabulis.org/,,,,,,,60 Rue du Maréchal Foch  57200 Sarreguemines  France,57200,Sarreguemines,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Réseau des FabLabs universitaires,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://etena.u-strasbg.fr/fab-lab-et-coworking/, Ghislain Auclair ,06 89 77 10 41,,,,,,67000,Strasbourg,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Av Lab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.av-lab.net/,,07 82 36 75 13,,,,,4 Rue de la Douane  67000 Strasbourg  France,67000,Strasbourg,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La Fabrique,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://lafab.org/,François Kormann,07 69 18 66 65,,,,,91 Route des Romains  67200 Strasbourg  France,67000,Strasbourg,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Lab'Cesi Strasbourg,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://strasbourg.cesi.fr/,,,,,,,Parc Club des Tanneries  2 Allée des Foulons  France,67380,Strasbourg Lingolsheim,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La Cab'Anne,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.la-cabanne-des-createurs.com/,,06 85 32 00 85,,,,,1 Place de la Gare  67300 Schiltigheim  France,67300,SCHILTIGHEIM,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Technistub,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://technistub.org/,Stephane Laborde,,,,,,2 Rue des Flandres  68100 Mulhouse  France,68100,Mulhouse,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Ribolab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.ribeauville.fr/fr/ribolab.html,, 07 87 54 64 72,,,,,2 Rue de l'Instituteur Ortlieb  68150 Ribeauvillé  France,68150,Ribeauvillé,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab-Vosges,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://fablab-vosges.fr/,,03 55 82 25 00,,,,,15 Rue du Petit Saint-Dié  88100 Saint-Dié-des-Vosges  France,88100,Saint-Dié-des-Vosges,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Xylolab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.xylolab.fr/,,09 62 61 15 96,,,,,11 Allée des Chênes  88000 Épinal  France,88000,Epinal,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
FabLab de Château Thierry,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://fablab02.org/,Marion Majek,07 69 38 56 75,,,,,53 Rue Paul Doucet  02400 Château-Thierry,,Château-Thierry,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Popplace,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://pop.eu.com/,,,,,,,19 Rue Nicolas Leblanc,,Lille,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Spark Lab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.spark-dunkerque.fr/sparklab-28,,+33 7 69 88 72 29,,,,,15 rue du jeu de mail,,Dunkerque,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Agrilab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://agrilab.unilasalle.fr/,Luc Hanneuse,03 44 06 00 26,,,,,Lieu dit  60112 Troissereux  France,,Troissereux,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Co-Dev Autrèches,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://co-dev.org/,Stéphie Vincent,,,,,,,,Autrèches,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab l’Hermitage,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.hermitagelelab.com/,Jean Karinthi,+33 3 44 42 94 52,,,,,Rue de l'Hermitage,,Autrèches,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
MuséoLab – Louvre Lens Vallée,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://louvrelensvallee.com/,,03 21 77 43 30,,,,,86 Rue Paul Bert,,Lens,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab Côte d’Opale,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://fablabcotedopale.com,,+33 3 21 19 47 78,,,,,885 Rue Louis Breguet Bat N°4  62100 Calais,,Calais,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La Machinerie,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://lamachinerie.org,Yann Paulmier,09 66 85 18 51,,,,,1 Rue de la Vallée  80000 Amiens  France,,Amiens,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab Sorbonne Université,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://fablab.sorbonne-universites.fr/,SIMON Christian,+ 33 1 56 81 08 40,,,,,26 rue des Fossés Saint-Jacques,75005,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Le petit fablab de Paris,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://lepetitfablabdeparis.fr/,Andy et Laurent,,,,,,86 Av. Philippe Auguste,75011,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La Fabrique des Mobilités,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,lafabriquedesmobilites.fr,,,,,,,3 Passage Saint-Pierre Amelot,75011,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
ASTS Fablab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://asts.paris/,,01 44 89 82 82,,,,,54 Avenue Edison  75013 Paris  France,75013,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Homemakers,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.homemakers.fr/,Julia ou Gilles,06 19 36 19 19,,,,,35 Rue des Favorites75015 Paris  France,75015,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
WoMa,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://woma.fr,Minh,+33 1 40 18 59 21,,,,,15 Rue Léon Giraud75019 Paris  France,75019,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Carrefour Numérique – Cité des Sciences,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.cite-sciences.fr/fr/au-programme/lieux-ressources/carrefour-numerique2/,,,,,,,Cité des sciences et de l'industrie  30 avenue Corentin Cariou,75019,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Villette Makerz,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://villettemakerz.com/,,,,,,,211 Avenue Jean Jaurès  75019 Paris  France,75019,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
CRI Maker Lab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://makerlab.cri-paris.org/,Kevin,,,,,,rue charles v  75004 Paris  France,75004,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Simplon Lab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://fablab.simplon.co/,Michele de Trucco,,,,,,4 Rue Serpollet  75020 Paris  France,75020,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Volumes,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://volumesparis.org/,NR,,,,,,78 Rue Compans  75019 Paris  France,75019,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
FabLab Descartes,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.fablab-descartes.com/,Jean-Christophe DE TAUZIA,01 60 53 62 45,,,,,2 bis Rue Alfred Nobel  77420 Champs-sur-Marne  France,,Champs-sur-Marne,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab Moebius,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.fablab-moebius.org/,Naymeric Vilafruela,,,,,,8 Rue Théodore Rousseau  77630 Barbizon  France,77630,Barbizon,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
mobiLAB — Fondation Vedecom,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.vedecom.fr/,,+33 1 30 97 01 80,,,,,23 Allée des Marronniers  78000 Versailles  France,78000,Versailles,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Hatlab / Sqylab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.hatlab.fr/,,01 39 38 09 50,,,,,4 Rue Louis Lormand  78320 La Verrière  France,,La Verrière,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
PlasciLab Planète Science,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.plascilab.fr/,,01.69.02.76.10,,,,,Espace des Sciences Plascilab  3 place Babel,91130,Ris Orangis,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Inria Digiscope,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.digiscope.fr/fr/platforms/fablab,Romain di Vozzo,,,,,,Laboratoire de Recherche en Informatique de l'université Paris-Saclay  bâtiment 660 Claude Shannon  Rue Noetzlin  91190 Gif-sur-Yvette  France,91400,Saclay,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Faclab  université de Cergy-Pontoise,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.faclab.org/,Laurent Ricard,,,,,,1 avenue Marcel Paul  Z.A.C. des Barbanniers,92230,Gennevilliers,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Les fabriqueurs,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.fabriqueurs.com/,,,,,,,6 Avenue Jean Jaurès  92240 Malakoff  France,92240,Malakoff,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
CESI,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://recherche.cesi.fr/nanterre/,ROEKENS Benoît,01.55.17.80.00,,,,,93 Boulevard de la Seine  92000 Nanterre  France,92006,Nanterre,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
CO-DEV,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://co-dev.org/,,09.67.18.94.36 / 06 86 95 26 43,,,,,23 Rue Navoiseau  93100 Montreuil  France,93100,Montreuil,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La fabrique de l'espoir,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://fablab-laverriere.org/,Frédérique Tissier,,,,,,2 Place du 19 mars 1962  93100 Montreuil  France,93100,Montreuil,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Apedec,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.apedec.org/,,,,,,,143 Rue de Rosny  93100 Montreuil  France,93100,Montreuil,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Maison Populaire,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.maisonpop.fr/,,01 42 87 08 68,,,,,9 Rue Dombasle  93100 Montreuil  France,93100,Montreuil,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Collège Louise Michel,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,michel-clichysousbois.webcollege.fr/fablab/,,,,,,,1 Boulevard Gagarine  93390 Clichy-sous-Bois  France,93390,Clichy-sous-Bois,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
FabLab  groupe scolaire Yves Coppens,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,+33 1 30 26 30 26,,,,,Rue du Général de Gaulle  95370 Montigny-lès-Cormeilles  France,95370,Montigny-Lès-Cormeilles,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
LabBoîte,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.labboite.fr/,,,,,,,Parvis de la Préfecture  95000 Cergy  France,95000,Cergy-Pontoise,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
VoLab – VoRobotics,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.vorobotics.com/wp/le-projet-volab/,,06.23.41.24.22,,,,,Rue de l'Orée du Bois  95490 Vauréal  France,95490,Vauréal,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Relais d'sciences - Le Dôme,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://ledome.info/,Mathieu Debar,02 31 06 60 55,,,,,3 Esplanade Stéphane Hessel  14000 Caen  France,14000,Caen,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Hack'Eure,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://hackeurelab.fr/,Vincent Sortelle,,,,,,"1118 Rue de Cocherel  27000 Évreux  France
",27000,Evreux,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Manche Lab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://manchenumerique.fr/,Véronique BIDAN, 0233778360,,,,,205 Rue Joseph Cugnot  50000 Saint-Lô  France,50000,Saint-Lô,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Esix Cherbourg,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.unicaen.fr/esix/,Mélanie Tjollyn (étudiante),,,,,,60 rue Max-Pol Fouchet  CS 20082,50130,Cherbourg,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
L’écloserie numérique,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://ecloserie-numerique.com/,Xavier de Mazenod,,,,,,La Clairière  61500 Boitron  France,61500,Boitron,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Les Fils conducteurs,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,11 Rue Giuseppe Verdi  76000 Rouen  France,76000,Rouen,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
